,Park Name,Cause of Death,DeathCategory,Intent,Outcome,Sex,Age Range,Activity,date,latlong,latitude,longitude,Weather
149,Yosemite National Park,Fall,Fall,Unintentional,Fatal injury,Male,0-14,Hiking,2008-02-16,"37.83930035,-119.51646348068644",37.83930035,-119.51646348068644,
150,Great Smoky Mountains National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24,Driving ,2008-02-25,"35.634220049999996,-83.40236602525079",35.63422005,-83.40236602525079,
151,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65+,Driving ,2008-02-27,"32.0071549,-90.8585141",32.0071549,-90.8585141,
152,Lake Mead National Recreation Area,Drowning,Drowning,Unintentional,Fatal injury,Male,55-64,Vessel Related,2008-02-29,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
153,Delaware Water Gap National Recreation Area,Drowning,Drowning,Unintentional,Fatal injury,Male,55-64,Vessel Related,2008-03-03,"41.1384391,-74.91102148570056",41.1384391,-74.91102148570056,
154,Gateway National Recreation Area,Firearm,Other,Unintentional,Fatal injury,Not Reported,Not Reported,Not Reported,2008-03-15,"40.598478850000006,-73.85792711726249",40.598478850000006,-73.85792711726249,
155,Gateway National Recreation Area,Firearm,Other,Unintentional,Fatal injury,Not Reported,Not Reported,Not Reported,2008-03-15,"40.598478850000006,-73.85792711726249",40.598478850000006,-73.85792711726249,
156,Haleakala National Park,Poisoning - Drugs,Poisoning,Unintentional,Fatal injury,Male,15-24,Camping,2008-03-15,"20.69913335,-156.1324300755678",20.69913335,-156.1324300755678,
157,Grand Canyon National Park,Drowning,Drowning,Unintentional,Fatal injury,Male,45-54,Vessel Related,2008-03-17,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
158,Mount Rainier National Park,Undetermined,Undetermined,Undetermined,Fatal injury,Male,45-54,Not Reported,2008-03-19,"46.854338049999996,-121.70633428313513",46.85433805,-121.70633428313512,
159,Shenandoah National Park,Undetermined,Undetermined,Undetermined,Fatal injury,Male,Not Reported,Not Reported,2008-03-26,"38.47196675,-78.4636972836092",38.47196675,-78.4636972836092,
160,Delaware Water Gap National Recreation Area,Drowning,Drowning,Unintentional,Fatal injury,Male,Not Reported,Vessel Related,2008-04-03,"41.1384391,-74.91102148570056",41.1384391,-74.91102148570056,
161,Delaware Water Gap National Recreation Area,Drowning,Drowning,Unintentional,Fatal injury,Male,Not Reported,Vessel Related,2008-04-03,"41.1384391,-74.91102148570056",41.1384391,-74.91102148570056,
162,Golden Gate National Recreation Area,Fall,Fall,Unintentional,Fatal injury,Female,15-24,Not Reported,2008-04-14,"37.8499275,-122.5177518",37.8499275,-122.5177518,
163,Little River Canyon National Preserve,Aircraft Incident ,Other Transportation,Unintentional,Fatal injury,Male,35-44,Flying,2008-04-18,"34.39541,-85.61685947746051",34.39541,-85.61685947746051,
164,Suitland,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported,Driving ,2008-04-26,"38.850133799999995,-76.9256744274507",38.8501338,-76.9256744274507,
165,Suitland,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported,Driving ,2008-04-26,"38.850133799999995,-76.9256744274507",38.8501338,-76.9256744274507,
166,North Cascades National Park,Undetermined,Undetermined,Undetermined,Fatal injury,Male,25-34,Not Reported,2008-05-02,"48.80834845,-121.40621496202702",48.80834845,-121.40621496202702,
167,Suitland,Undetermined,Undetermined,Undetermined,Fatal injury,Male,15-24,Not Reported,2008-05-02,"38.850133799999995,-76.9256744274507",38.8501338,-76.9256744274507,
168,Big Thicket National Preserve,Drowning,Drowning,Unintentional,Fatal injury,Male,15-24,Swimming,2008-05-03,"30.243261500000003,-94.45796144157939",30.243261500000003,-94.4579614415794,
169,Buffalo National River,Drowning,Drowning,Unintentional,Fatal injury,Male,0-14,Vessel Related,2008-05-04,"36.040131,-93.30984129466174",36.040131,-93.30984129466174,
170,Pinnacles National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Not Reported,Driving ,2008-05-05,"36.486251499999995,-121.17114078925317",36.4862515,-121.17114078925316,
171,North Cascades National Park,Aircraft Incident ,Other Transportation,Unintentional,Fatal injury,Male,55-64,Flying,2008-05-17,"48.80834845,-121.40621496202702",48.80834845,-121.40621496202702,
172,North Cascades National Park,Aircraft Incident ,Other Transportation,Unintentional,Fatal injury,Male,65+,Flying,2008-05-17,"48.80834845,-121.40621496202702",48.80834845,-121.40621496202702,
173,Chickasaw National Recreation Area,Vessel Incident ,Other Transportation,Unintentional,Fatal injury,Male,15-24,Vessel Related,2008-05-17,"34.459272799999994,-97.00878489247835",34.459272799999994,-97.00878489247836,
174,Redwood National and State Parks,Drowning,Drowning,Unintentional,Fatal injury,Male,35-44,Vessel Related,2008-05-20,"41.4613522,-124.04809558473124",41.4613522,-124.04809558473124,
175,New River Gorge National River,Drowning,Drowning,Unintentional,Fatal injury,Male,Not Reported,Vessel Related,2008-05-20,"37.8756699,-81.0775981",37.8756699,-81.0775981,
176,New River Gorge National River,Drowning,Drowning,Unintentional,Fatal injury,Male,65+,Vessel Related,2008-05-23,"37.8756699,-81.0775981",37.8756699,-81.0775981,
177,Baltimore-Washington Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Not Reported,Driving ,2008-05-23,"38.9269178,-76.9281543",38.9269178,-76.9281543,
178,George Washington Memorial Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24,Driving ,2008-05-26,"38.9634363,-77.1785451",38.9634363,-77.1785451,
179,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65+,Driving ,2008-05-27,"32.0071549,-90.8585141",32.0071549,-90.8585141,
180,Lake Mead National Recreation Area,Drowning,Drowning,Unintentional,Fatal injury,Male,15-24,Swimming,2008-05-29,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
181,Curecanti National Recreation Area,Drowning,Drowning,Unintentional,Fatal injury,Male,55-64,Vessel Related,2008-05-31,"38.45244285,-107.36947129148112",38.45244285,-107.36947129148112,
182,Baltimore-Washington Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal injury,Female,25-34,Driving ,2008-05-31,"38.9269178,-76.9281543",38.9269178,-76.9281543,
183,Lake Mead National Recreation Area,Drowning,Drowning,Unintentional,Fatal injury,Male,45-54,Swimming,2008-06-01,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
184,Little River Canyon National Preserve,Drowning,Drowning,Unintentional,Fatal injury,Female,0-14,Swimming,2008-06-01,"34.39541,-85.61685947746051",34.39541,-85.61685947746051,
185,Canyonlands National Park,Aircraft Incident ,Other Transportation,Unintentional,Fatal injury,Male,45-54,Flying,2008-06-02,"38.233258649999996,-109.92066271557445",38.23325865,-109.92066271557444,
186,Canyonlands National Park,Aircraft Incident ,Other Transportation,Unintentional,Fatal injury,Male,65+,Flying,2008-06-02,"38.233258649999996,-109.92066271557445",38.23325865,-109.92066271557444,
187,Blue Ridge Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65+,Driving ,2008-06-04,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
188,Gulf Islands National Seashore,Drowning,Drowning,Unintentional,Fatal injury,Female,45-54,Swimming,2008-06-06,"30.2369736,-88.68042953504445",30.2369736,-88.68042953504445,
189,Buffalo National River,Drowning,Drowning,Unintentional,Fatal injury,Female,35-44,Swimming,2008-06-07,"36.040131,-93.30984129466174",36.040131,-93.30984129466174,
190,Lake Mead National Recreation Area,Drowning,Drowning,Unintentional,Fatal injury,Female,45-54,Swimming,2008-06-08,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
191,Canyonlands National Park,Fall,Fall,Unintentional,Fatal injury,Male,55-64,Camping,2008-06-08,"38.233258649999996,-109.92066271557445",38.23325865,-109.92066271557444,
192,Delaware Water Gap National Recreation Area,Drowning,Drowning,Unintentional,Fatal injury,Male,25-34,Swimming,2008-06-09,"41.1384391,-74.91102148570056",41.1384391,-74.91102148570056,
193,Rocky Mountain National Park,Fall,Fall,Unintentional,Fatal injury,Male,65+,Not Reported,2008-06-09,"40.3553915,-105.71769566830672",40.3553915,-105.71769566830672,
194,Mount Rainier National Park,Undetermined,Undetermined,Undetermined,Fatal injury,Male,25-34,Climbing,2008-06-09,"46.854338049999996,-121.70633428313513",46.85433805,-121.70633428313512,
195,Mount Rainier National Park,Hypothermia,Environmental,Unintentional,Fatal injury,Male,25-34,Hiking,2008-06-10,"46.854338049999996,-121.70633428313513",46.85433805,-121.70633428313512,
196,Chattahoochee River National Recreation Area,Drowning,Drowning,Unintentional,Fatal injury,Male,25-34,Swimming,2008-06-13,"34.1423643,-84.08605094224774",34.1423643,-84.08605094224774,
197,Canyonlands National Park,Fall,Fall,Unintentional,Fatal injury,Male,65+,Not Reported,2008-06-14,"38.233258649999996,-109.92066271557445",38.23325865,-109.92066271557444,
198,Glen Canyon National Recreation Area,Drowning,Drowning,Unintentional,Fatal injury,Male,15-24,Swimming,2008-06-15,"37.6580958,-111.09320889669256",37.6580958,-111.09320889669256,
199,Blue Ridge Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Not Reported,Driving ,2008-06-15,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
200,Saguaro National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Not Reported,Driving ,2008-06-21,"32.16837575,-110.6183452396687",32.16837575,-110.6183452396687,
201,Grand Teton National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported,Driving ,2008-06-23,"43.81056675,-110.64879477714322",43.81056675,-110.64879477714322,
202,Glen Canyon National Recreation Area,Poisoning - Carbon monoxide,Poisoning,Unintentional,Fatal injury,Not Reported,Not Reported,Camping,2008-06-24,"37.6580958,-111.09320889669256",37.6580958,-111.09320889669256,
203,Golden Gate National Recreation Area,Drowning,Drowning,Unintentional,Fatal injury,Male,25-34,Fishing,2008-06-25,"37.8499275,-122.5177518",37.8499275,-122.5177518,
204,Glen Canyon National Recreation Area,Drowning,Drowning,Unintentional,Fatal injury,Male,15-24,Swimming,2008-06-25,"37.6580958,-111.09320889669256",37.6580958,-111.09320889669256,
205,Mammoth Cave National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal injury,Female,35-44,Driving ,2008-06-28,"37.1841693,-86.12299102912881",37.1841693,-86.12299102912881,
206,Lake Mead National Recreation Area,Drowning,Drowning,Unintentional,Fatal injury,Male,15-24,Swimming,2008-06-29,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
207,Saguaro National Park,Bicycle only crash,Other Transportation,Unintentional,Fatal injury,Male,35-44,Bicycling,2008-06-30,"32.16837575,-110.6183452396687",32.16837575,-110.6183452396687,
208,Upper Delaware Scenic & Recreational River,Drowning,Drowning,Unintentional,Fatal injury,Male,15-24,Swimming,2008-07-04,"41.6752532,-75.05523065122534",41.6752532,-75.05523065122534,
209,Upper Delaware Scenic & Recreational River,Drowning,Drowning,Unintentional,Fatal injury,Male,25-34,Swimming,2008-07-04,"41.6752532,-75.05523065122534",41.6752532,-75.05523065122534,
210,Mount Rainier National Park,Fall,Fall,Unintentional,Fatal injury,Male,15-24,Climbing,2008-07-04,"46.854338049999996,-121.70633428313513",46.85433805,-121.70633428313512,
211,Denali National Park & Preserve,Fall,Fall,Unintentional,Fatal injury,Male,45-54,Climbing,2008-07-04,"63.23166155,-151.04055543225257",63.23166155,-151.04055543225255,
212,Lake Mead National Recreation Area,Drowning,Drowning,Unintentional,Fatal injury,Male,45-54,Swimming,2008-07-05,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
213,Big South Fork National River and Recreation Area,Drowning,Drowning,Unintentional,Fatal injury,Male,15-24,Swimming,2008-07-07,"36.55957135,-84.67152906134696",36.55957135,-84.67152906134696,
214,Denali National Park & Preserve,Fall,Fall,Unintentional,Fatal injury,Male,15-24,Climbing,2008-07-07,"63.23166155,-151.04055543225257",63.23166155,-151.04055543225255,
215,Golden Gate National Recreation Area,Drowning,Drowning,Unintentional,Fatal injury,Not Reported,Not Reported,Not Reported,2008-07-09,"37.8499275,-122.5177518",37.8499275,-122.5177518,
216,Golden Gate National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported,Not Reported,2008-07-09,"37.8499275,-122.5177518",37.8499275,-122.5177518,
217,Indiana Dunes National Park,Drowning,Drowning,Unintentional,Fatal injury,Male,0-14,Swimming,2008-07-13,"41.6152664,-87.2072619312131",41.6152664,-87.2072619312131,
218,Grand Teton National Park,Fall,Fall,Unintentional,Fatal injury,Male,55-64,Climbing,2008-07-19,"43.81056675,-110.64879477714322",43.81056675,-110.64879477714322,
219,Blue Ridge Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54,Driving ,2008-07-19,"36.147757150000004,-81.71509781328461",36.14775715,-81.71509781328461,
220,Upper Delaware Scenic & Recreational River,Drowning,Drowning,Unintentional,Fatal injury,Male,15-24,Swimming,2008-07-21,"41.6752532,-75.05523065122534",41.6752532,-75.05523065122534,
221,Gateway National Recreation Area,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44,Not Reported,2008-07-25,"40.598478850000006,-73.85792711726249",40.598478850000006,-73.85792711726249,
222,Delaware Water Gap National Recreation Area,Drowning,Drowning,Unintentional,Fatal injury,Male,35-44,Swimming,2008-07-26,"41.1384391,-74.91102148570056",41.1384391,-74.91102148570056,
223,North Cascades National Park,Fall,Fall,Unintentional,Fatal injury,Female,45-54,Climbing,2008-07-26,"48.80834845,-121.40621496202702",48.80834845,-121.40621496202702,
224,Dinosaur National Monument,Drowning,Drowning,Unintentional,Fatal injury,Male,0-14,Vessel Related,2008-07-27,"40.493692800000005,-109.00078700419235",40.493692800000005,-109.00078700419236,
225,Gateway National Recreation Area,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44,Not Reported,2008-07-29,"40.598478850000006,-73.85792711726249",40.598478850000006,-73.85792711726249,
226,Indiana Dunes National Park,Drowning,Drowning,Unintentional,Fatal injury,Male,0-14,Swimming,2008-08-02,"41.6152664,-87.2072619312131",41.6152664,-87.2072619312131,
227,Grand Canyon National Park,Fall,Fall,Unintentional,Fatal injury,Male,15-24,Photographing,2008-08-08,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
228,Grand Teton National Park,Fall,Fall,Unintentional,Fatal injury,Male,55-64,Not Reported,2008-08-09,"43.81056675,-110.64879477714322",43.81056675,-110.64879477714322,
229,Grand Teton National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24,Driving ,2008-08-09,"43.81056675,-110.64879477714322",43.81056675,-110.64879477714322,
230,Golden Gate National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal injury,Male,65+,Not Reported,2008-08-09,"37.8499275,-122.5177518",37.8499275,-122.5177518,
231,Great Falls Park,Drowning,Drowning,Unintentional,Fatal injury,Male,45-54,Not Reported,2008-08-12,"38.9904203,-77.25182914857218",38.9904203,-77.25182914857218,
232,Glacier National Park,Avalanche,Environmental,Unintentional,Fatal injury,Not Reported,Not Reported,Climbing,2008-08-21,"48.6174862,-113.76088505945765",48.6174862,-113.76088505945764,
233,Lassen Volcanic National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,55-64,Driving ,2008-08-24,"40.491383850000005,-121.40433594865678",40.491383850000005,-121.40433594865678,
234,Great Smoky Mountains National Park,Drowning,Drowning,Unintentional,Fatal injury,Male,25-34,Vessel Related,2008-08-27,"35.634220049999996,-83.40236602525079",35.63422005,-83.40236602525079,
235,Lassen Volcanic National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64,Driving ,2008-08-27,"40.491383850000005,-121.40433594865678",40.491383850000005,-121.40433594865678,
236,Grand Canyon National Park,Fall,Fall,Unintentional,Fatal injury,Male,55-64,Hiking,2008-08-28,"36.307854750000004,-112.29289603702432",36.30785475,-112.29289603702432,
237,Lake Mead National Recreation Area,Drowning,Drowning,Unintentional,Fatal injury,Male,Not Reported,Vessel Related,2008-08-29,"35.883757,-114.6901201257536",35.883757,-114.6901201257536,
238,New River Gorge National River,Drowning,Drowning,Unintentional,Fatal injury,Male,25-34,Swimming,2008-08-29,"37.8756699,-81.0775981",37.8756699,-81.0775981,
239,Cape Hatteras National Seashore,Drowning,Drowning,Unintentional,Fatal injury,Male,45-54,Swimming,2008-09-01,"35.231221,-75.54195983251559",35.231221,-75.54195983251559,
240,Mojave National Preserve,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24,Driving ,2008-09-07,"35.095867150000004,-115.53965353405067",35.095867150000004,-115.53965353405069,
241,Yosemite National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54,Driving ,2008-09-08,"37.83930035,-119.51646348068644",37.83930035,-119.51646348068644,
242,Glen Canyon National Recreation Area,Flash flood,Environmental,Unintentional,Fatal injury,Male,55-64,Canyoneering,2008-09-10,"37.6580958,-111.09320889669256",37.6580958,-111.09320889669256,
